REL01277HOUBRAKEN;Berkterbeemden;10;5571TE;BERGEIJK;Nederland;50
REL02496STAPPAERTS;Postelsedijk;6;5541NM;REUSEL;Nederland;50
REL01126HEIJKANT;Werfkampenseweg;18;4941TC;RAAMSDONKSVEER;Nederland;50
REL02426SMEUR;Benedenkerkstraat;96;5165CD;WASPIK;Nederland;50
REL06026KOREVAAR;Kweldamweg;2A;2973LA;MOLENAARSGRAAF;Nederland;50
REL06603KAN;Stevensberg;51;5508BS;VELDHOVEN;Nederland;50
REL04139GRAAFF;Hilsestraat;17;4269VH;BABYLONIENBROEK;Nederland;50
REL01722LEEUW;Burg.van Randwijckstraat;86;5328AV;ROSSUM;Nederland;50
REL00920GEERTS;Het Bosch;16;5531PJ;BLADEL;Nederland;50
REL02338SCHERMERS;Provincialeweg Zuid;59;4286LK;ALMKERK;Nederland;50
REL02350SCHOLTEN;Weeresteinweg ;2;4251NW;WERKENDAM;Nederland;50
REL06662GORKUM;Bosscheweg ;125;5151BC;DRUNEN;Nederland;50
20286HERMUS;Langeweg;4;4741SV;HOEVEN;Nederland;50
REL06590DIEPEN;Hertepad;14;8317PS;KRAGGENBURG;Nederland;50
REL00124AKKERMANS;Drielseweg;2;4765RZ;ZEVENBERGSCHENHOEK;Nederland;50
REL02012OOMEN;Provincialeweg;67;4909AE;OOSTEIND;Nederland;50
REL06229THEWESSEN;Kruisstraat ;12;6333CS;SCHIMMERT;Nederland;50
REL00123AKKERMANS;Achterdijk;121;4765RD;ZEVENBERGSCHEN HOEK;Nederland;50
REL06781BRANDERHORST;Kleibergsestraat;8;4266GB;EETHEN;Nederland;50
REL06551MICHIELSEN;Heikant;5;5111PD;BAARLE-NASSAU;Nederland;50
REL06030STRIK;Grotel;1;5761RA;BAKEL;Nederland;50
REL06454SLUISVELD;Duinweg ;59;5151RK;DRUNEN;Nederland;50
REL00603COUWENBERG;Onze Lieve Vrouwedijk;49;5581VX;WAALRE;Nederland;50
REL02829VISSER;Postbus;45;4250DA;WERKENDAM;Nederland;50
REL04696SUIJLEKOM;Veerweg ;11;5161PC;SPRANG CAPELLE;Nederland;50
20206HAAS;Lage Heide;1;5521PJ;EERSEL;Nederland;50
REL01297HULTEN;Mariendonkstraat;7;5154EG;ELSHOUT;Nederland;50
REL04069BONT;Polderweg ;2;5256PT;HEUSDEN GEM HEUSDEN;Nederland;50
REL01747LIMBURG;Buitendijk;1;4924EG;DRIMMELEN;Nederland;50
20627GROOT;Heulstraat;5;4288JS;UITWIJK;Nederland;50
REL04426GROOT;Heulstraat;5;4283EA;GIESSEN;Nederland;50
REL01616KUSTERS;Klein Borkel;8;5556XK;BORKEL EN SCHAFT;Nederland;50
REL03018WITT;Jachtlaan ;48;4273LE;HANK;Nederland;50
REL00343BOER;Vaartweg;15;5106NB;DONGEN;Nederland;50
REL00919GEERTS;Het Bosch;19;5531PJ;BLADEL;Nederland;50
REL01276HOUBRAKEN;Puttendijk;2;5571LR;BERGEIJK;Nederland;50
REL01369JANSSENS;Bavelseweg;169;5124PX;MOLENSCHOT (GILZE);Nederland;50
20245KWINTEN;Dorpstraat;89;5556VL;BORKEL EN SCHAFT;Nederland;50
REL02071PEIJNENBORGH;De Hoeven;30;5254JX;HAARSTEEG;Nederland;50
REL04509KNIJFF;Zesde Tochtweg;1;2742KR;WADDINXVEEN;Nederland;50
20793AERT;Goordijkstraat;1;4861RL;CHAAM;Nederland;50
20493MEEL;Groenendijk;56;4909AD;OOSTEIND;Nederland;50
REL02017OORT;Katijfweg;1;4176LV;TUIL;Nederland;50
REL02502STADHOUDERS;Beelaertsweg;1;4941WZ;RAAMSDONKSVEER;Nederland;50
REL01414KAMP;Rijksweg;6;4675RB;SINT PHILIPSLAND;Nederland;50
REL02300SANDEN;Runstraat;45;5504PD;VELDHOVEN;Nederland;50
REL04271BUYS;Slagkampweg;6;5247NH;ROSMALEN;Nederland;50
REL02675VERHEIJEN;Hondseind;1;5113BE;ULICOTEN;Nederland;50
REL06994VLEUTEN;Ophovenseweg;3;5256VX;HEUSDEN;Nederland;50
REL06602GUBBELS;Nieuwkuijkseweg;6;5268LE;HELVOIRT;Nederland;50
REL06956MARTENS;Boven Heining;3A;4891PR;RIJSBERGEN;Nederland;50
REL01850*MEEUWISSEN;Hoogstraat;10;6028RV;GASTEL;Nederland;50
REL02026OOSTEN;Eikereind;82;5571ED;BERGEIJK;Nederland;50
REL04611DEKKERS             BU;Bosscheweg;30;5151BD;DRUNEN;Nederland;50
20701SOER;Hogeweg;2;5313BA;NIEUWAAL;Nederland;50
REL04979BEEK;Oordeelsestraat;62;5111PL;BAARLE-NASSAU;Nederland;50
REL07538BUIJS;Ophovenseweg ;1;5256VX;HEUSDEN GEM HEUSDEN;Nederland;50
REL05588BLOM;Meikampgraaf;7;4174LA;HELLOUW;Nederland;50
REL06727BLAAUW;Steurgat ;25;4251NG;WERKENDAM;Nederland;50
REL06965VERSTEGEN;Polderweg ;6;5391KP;NULAND;Nederland;50
REL02434SMITS;De Kriekampen;1;5688PS;OIRSCHOT;Nederland;50
REL02485MULDERS SPRANGERS;Bloemendaalse Zeedijk;55;4926PE;LAGE ZWALUWE;Nederland;50
REL00339BOEREN;Nieuwe Strumpt;4;5113BX;ULICOTEN;Nederland;50
REL00694DIJKMANS;Spijkersedijk;2;5521SK;EERSEL;Nederland;50
REL10270DIRKS;Westelbeersedijk;8;5529NH;CASTEREN;Nederland;50
20652MARIS;Volkerakweg;5;4794SJ;HEIJNINGEN;Nederland;50
20739RUIGHAVER;Meersteeg;51;4196RS;TRICHT;Nederland;50
20247SCHALKEN;Prof. Keesomweg;11;5144NM;WAALWIJK;Nederland;50
REL02118PLUIJM;Buitendijk;89;4273GE;HANK;Nederland;50
REL06473BINK;Broekstraat;10;5124NJ;MOLENSCHOT;Nederland;50
REL01963NOOREN;Zevenbergseweg;42B;4871NJ;ETTEN LEUR;Nederland;50
REL02303SANDEN;Hoge Schijf;18;5151RC;DRUNEN;Nederland;50
REL04844WIJS;Bergen;63;4844EM;TERHEIJDEN;Nederland;50
REL06732BOVEN;Nieuw Vossemeersedijk;23;4681RG;NIEUW-VOSSEMEER;Nederland;50
REL00952GILS;Kapelstraat;36;5111HK;BAARLE-NASSAU;Nederland;50
REL00976GOMPEL;'t Heike;5;5541NJ;REUSEL;Nederland;50
20648ZEIJL;Dwarshaak;40;3151XB;HOEK VAN HOLLAND;Nederland;50
REL00559WOUTERS;Chaamseweg Hazenberg;25;5113BH;ULICOTEN;Nederland;50
20379APN UITZENDBURO;Doornhoek;3776;5465TA;VEGHEL;Nederland;50
REL02700VEN;Grote Aardweg ;28;5521RC;EERSEL;Nederland;50
REL06236KEES;Voorterdijk;26;6021RX;BUDEL;Nederland;50
REL01654LAAT;Provincialeweg Zuid;60;4286LM;ALMKERK;Nederland;50
REL02462SNOEK;Woudrichemseweg;37;4286LA;ALMKERK;Nederland;50
REL00255BEMMEL;Wijkersloot;9A;3961MN;WIJK BIJ DUURSTEDE;Nederland;50
REL01242HOP;Zandkuil;6;4845PE;WAGENBERG;Nederland;50
20468WILLEMS;Oeyenbos;6;5511LE;KNEGSEL;Nederland;50
20800MEULENDIJKS;Diepe Vaart;20;5663AX;GELDROP;Nederland;50
20694DELTAFEED;Veldwijk;10;3446HB;WOERDEN;Nederland;50
REL01515KOEK;De Werken;1;4251XW;WERKENDAM;Nederland;50
REL06122BRUGGEN;Woudseweg;47;5275JJ;DEN DUNGEN;Nederland;50
REL01214HOEKE;Postbus;25;4255ZG;NIEUWENDIJK;Nederland;50
REL01150HEMERT;Burg. Posweg;114;5306GG;BRAKEL;Nederland;50
REL06364HEMERT;Beyerinckweg;10;4251LP;WERKENDAM;Nederland;50
REL05930KUIJKEN;Weebosch;2;5571LX;BERGEIJK;Nederland;50
20969BERENDE;Luiten Ambachtstraat;6;4944AT;RAAMSDONK;Nederland;50
REL01905MOLHOEK;Postbus;65;4254ZH;SLEEUWIJK;Nederland;50
REL04635SCHERFF;Lageweg;36;4288JM;UITWIJK;Nederland;50
REL05352SMITS;Zietfortseweg ;6A;5317NM;NEDERHEMERT;Nederland;50
REL04335ZWETS;Postbus;74;4250DA;WERKENDAM;Nederland;50
REL05277SCHAPERS       BU;Keizersveer;15;4941TA;RAAMSDONKSVEER;Nederland;50
REL02669VEN;Van Heemstraweg;2;5306TA;BRAKEL;Nederland;50
REL05034LAMERS;De Run;8227;5504EM;VELDHOVEN;Nederland;50
20924AANNEBONT;Molenstraat;2;5262EV;VUGHT;Nederland;50
REL04287ALTENA;Oude Kerkstraat;23;4261BL;WIJK EN AALBURG;Nederland;50
